Rank,Customer/Payor,Total,Number of Payments,First Payment,Last Payment
122,Ernst &amp; Young,2000,1,2020-07-22,2020-07-22
122,PPL Corp,2000,2,2019-06-26,2020-09-29
122,Independent Insurance Agents &amp; Brokers of America,2000,2,2020-01-29,2020-09-17
122,American Council of Engineering Cos,2000,2,2020-06-01,2020-09-21
122,Florida Sugar Cane League,2000,2,2019-03-11,2019-07-31
122,General Electric,2000,2,2019-02-14,2020-09-24
122,PPG Industries,2000,2,2019-02-15,2019-09-30
122,Weyerhaeuser Co,2000,2,2019-07-08,2020-06-02
122,American Cotton Shippers Assn,2000,1,2019-10-23,2019-10-23
122,Northrop Grumman,2000,1,2020-01-27,2020-01-27
122,JPMorgan Chase &amp; Co,2000,1,2020-10-14,2020-10-14
122,FedEx Corp,2000,1,2020-07-13,2020-07-13
122,National Rifle Assn,2000,2,2019-05-17,2020-07-15
165,Academy of Nutrition &amp; Dietetics,1500,2,2019-05-23,2019-12-19
165,GEO Group,1500,3,2020-06-10,2020-07-22
165,Delhaize America,1500,1,2020-09-09,2020-09-09
165,ARMtech Insurance Services,1500,1,2019-10-31,2019-10-31
165,National Assn of Professional Baseball Leagues,1500,1,2020-10-09,2020-10-09
170,No Labels Problem Solvers,1000,1,2019-06-24,2019-06-24
170,American Seed Trade Assn,1000,1,2020-08-19,2020-08-19
170,JM Smucker Co,1000,1,2020-10-07,2020-10-07
170,Friends of Buck McKeon,1000,1,2020-03-08,2020-03-08
170,Mississippi Farm Bureau Federation,1000,1,2020-10-13,2020-10-13
170,FNB Corp,1000,2,2019-08-05,2020-06-23
170,Depository Trust &amp; Clearing Corp,1000,1,2020-10-14,2020-10-14
170,National Grain &amp; Feed Assn,1000,1,2019-10-10,2019-10-10
170,Bose Public Affairs Group,1000,1,2020-03-31,2020-03-31
170,Ridge Policy Group,1000,1,2020-10-07,2020-10-07
170,American Assn of Orthodontists,1000,1,2019-09-25,2019-09-25
170,Independent Electrical Contractors,1000,1,2020-02-26,2020-02-26
170,National Assn of Health Underwriters,1000,1,2019-03-22,2019-03-22
170,Duane Morris LLP,1000,1,2019-10-21,2019-10-21
170,American Assn for Homecare,1000,1,2019-11-18,2019-11-18
170,Dean Foods,1000,1,2019-04-16,2019-04-16
170,Day &amp; Zimmermann,1000,1,2019-06-17,2019-06-17
170,Panhandle Peanut Growers,1000,1,2020-03-05,2020-03-05
170,Pride Mobility Products,1000,1,2019-03-11,2019-03-11
170,Chesapeake Energy,1000,1,2020-10-05,2020-10-05
170,American Assn of Nurse Practitioners,1000,1,2019-10-18,2019-10-18
170,Alzheimer's Assn,1000,1,2019-06-07,2019-06-07
170,Marsh &amp; McLennan,1000,1,2019-12-03,2019-12-03
170,Covington &amp; Burling,1000,1,2020-09-11,2020-09-11
170,American Kennel Club,1000,1,2019-06-07,2019-06-07
170,Association of Equipment Manufacturers,1000,1,2020-08-19,2020-08-19
170,Polsinelli PC,1000,1,2019-02-22,2019-02-22
170,Western Sugar Cooperative,1000,1,2019-08-13,2019-08-13
170,Futures Industry Assn,1000,1,2020-10-05,2020-10-05
170,Boeing Co,1000,1,2020-07-30,2020-07-30
170,National Potato Council,1000,1,2020-05-29,2020-05-29
170,Dominion Energy,1000,1,2019-09-05,2019-09-05
170,AT&amp;T Inc,1000,1,2019-10-24,2019-10-24
170,American Hospital Assn,1000,1,2019-04-30,2019-04-30
170,Precision Machined Products Assn,1000,1,2020-02-28,2020-02-28
170,Air Products &amp; Chemicals Inc,1000,1,2019-11-17,2019-11-17
170,Anadarko Petroleum,1000,1,2019-07-26,2019-07-26
170,McGuireWoods LLP,1000,1,2020-10-16,2020-10-16
170,Career Education Colleges &amp; Universities,1000,1,2020-10-06,2020-10-06
170,Safeway Inc,1000,1,2019-05-09,2019-05-09
170,American Sugarbeet Growers Assn,1000,1,2019-08-28,2019-08-28
170,College of American Pathologists,1000,1,2020-09-30,2020-09-30
170,Western Peanut Growers Assn,1000,1,2019-03-27,2019-03-27
170,American Society of Anesthesiologists,1000,1,2019-12-13,2019-12-13
170,Agricultural Retailers Assn,1000,1,2020-09-04,2020-09-04
170,National Tooling &amp; Machining Assn,1000,1,2020-07-08,2020-07-08
170,American Society of Assn Executives,1000,1,2020-09-27,2020-09-27
170,Delta Air Lines,1000,1,2020-08-26,2020-08-26
170,Michigan Milk Producers Assn,1000,1,2019-05-01,2019-05-01
170,American Beverage Assn,1000,1,2020-06-09,2020-06-09
170,National Federation of Independent Business,1000,1,2020-09-23,2020-09-23
170,Ecolab Inc,1000,1,2020-09-28,2020-09-28
170,American Occupational Therapy Assn,1000,1,2019-06-13,2019-06-13
170,International Franchise Assn,1000,1,2019-07-15,2019-07-15
170,Food Marketing Institute,1000,1,2019-06-27,2019-06-27
170,American Postal Workers Union,1000,1,2019-03-26,2019-03-26
170,NTCA/Rural Broadband Assn,1000,1,2020-09-15,2020-09-15
170,Owens-Illinois,1000,1,2019-03-27,2019-03-27
170,American Optometric Assn,1000,3,2019-11-07,2020-02-28
170,American Forest &amp; Paper Assn,1000,1,2019-09-26,2019-09-26
170,American Nurses Assn,1000,1,2019-11-26,2019-11-26
170,National Assn of Chain Drug Stores,1000,1,2020-06-24,2020-06-24
232,Kelly-Thompson Victory Fund,954,1,2020-06-04,2020-06-04
233,Wine &amp; Spirits Wholesalers of America,845,1,2020-06-26,2020-06-26
234,DLA Piper,500,1,2020-08-07,2020-08-07
234,National Mining Assn,500,1,2020-08-28,2020-08-28
234,Capital Blue Cross,500,1,2019-09-23,2019-09-23
234,Sugar Cane Growers Co-op of Florida,500,1,2019-07-30,2019-07-30
234,Blue Cross &amp; Blue Shield Assn,500,1,2020-02-06,2020-02-06
234,Veritas Truth Is Freedom,500,1,2019-03-21,2019-03-21
234,Kish Bank,500,1,2020-10-20,2020-10-20
234,Eye of the Tiger PAC,500,1,2019-11-14,2019-11-14
234,Western Energy Alliance,500,1,2019-12-04,2019-12-04
234,National Mining Assn,500,1,2020-08-28,2020-08-28
234,National Pro-Life Alliance,500,1,2020-09-23,2020-09-23
234,Mason Contractors Assn of America,500,1,2019-05-14,2019-05-14
246,Family PAC                                        ,250,1,2019-10-09,2019-10-09
247,Friends of Snowmobiling,100,1,2019-09-30,2019-09-30
248,Chamber of Digital Commerce,50,1,2020-10-07,2020-10-07
249,Plains Cotton Cooperative Assn,0,2,2020-03-04,2020-09-01
250,Associated Builders &amp; Contractors,-1500,2,2019-04-04,2020-01-29
251,EQT Corp,-2500,1,2020-04-01,2020-04-01
